Table,Table_Description,Field,Calculated,Display_Name,Data_Type,Field_Description,Notes,Values,Validation,Required,Ref_Source,Ref_Name,Ref_Link,Ref_Match,Ref_Notes,Translation source,Spanish Translation,Ref2_DataScribe,Ref2_Source,Ref2_Name,Ref2_Link,Ref2_Match,Ref2_Notes,Other_Links,...26,...27
Animals.Diet,,DC.Is.Dry,No,Dry Matter?,Character,"Is the amount of feed specified for diet dry matter or on a dry matter basis (enter Yes), is wet weight (enter No) or unknown (enter Unspecified).",,Yes;No;Unspecified,,,,,,,,,,,,,,,,,,
Animals.Diet,,D.Day.Start,No,Day Start,Character,Day start and end fields are used to indicate where a diet item is only provided for part of the experimental duration. For example in a 100 day experiment where urea is given on days 50 to 80 the start day would be 50 and end day 80. Leave field blank if an item given throughout experiment.,,,,,,,,,,,,,,,,,,,,
Animals.Diet,,D.Day.End,No,Day End,Character,Day start and end fields are used to indicate where a diet item is only provided for part of the experimental duration. For example in a 100 day experiment where urea is given on days 50 to 80 the start day would be 50 and end day 80. Leave field blank if an item given throughout experiment.,,,,,,,,,,,,,,,,,,,,
Animals.Diet,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Animals.Diet.Comp,Composition of diet or diet constituents,D.Item,No,Diet or Diet Item,Character,A diet or diet constituent,,"c(Animal.Diet.Items[D.Type==Animal.Diet$D.Type,D.Item], Animals.Out$A.Level.Name)",NA,Yes,AGROVOC,feeds,http://aims.fao.org/aos/agrovoc/c_2843,Partial,products > feeds,,,No,ENVO,animal feed,http://purl.obolibrary.org/obo/ENVO_02000047,Partial,"Food material which can be used to meet nutritional requirements of animals, particularly livestock such as cattle, goats, sheep, horses, chickens and pigs. [ https://en.wikipedia.org/wiki/Fodder ]",,,
Animals.Diet.Comp,,DC.DM,No,Dry Matter,Numeric,"Dry matter is calculated as the difference between the total weight and the moisture content. It is usually obtained by oven-drying, but there are methods specific to products such as silages, fats and molasses. Usually abbreviated as DM. Source: Feedipedia",,NA,"None implemented, but possible",Yes,AGROVOC,dry matter content,http://aims.fao.org/aos/agrovoc/c_2398,Yes,properties > composition > proximate composition > dry matter content,Camila,Contenido de materia seca,Yes,CO,forage dry matter,http://www.cropontology.org/rdf/CO_321:0001032,Partial,forage dry matter,https://www.feedipedia.org/node/8331,Dry matter,Yes
Animals.Diet.Comp,,DC.CP,No,Crude Protein,Numeric,"A measurement of protein content. In animal feeds, crude protein is calculated as mineral nitrogen x 6.25 (the assumption is that proteins of typical animal feeds contain 16% nitrogen in average). The mineral nitrogen value is obtained by the Kjeldahl method, or by a method giving similar results after correction, such as the Dumas method. Source: Feedipedia",,NA,"None implemented, but possible",No,AGROVOC,crude protein content,http://aims.fao.org/aos/agrovoc/c_330614,Yes,properties > composition > proximate composition > protein content > crude protein content,Camila,Contenido de proteina cruda,Yes,CO,Crude protein content,http://www.cropontology.org/rdf/CO_345:0000016,Partial,Crude protein content of aboveground biomass.,https://www.feedipedia.org/node/8329,Crude protein,Yes
Animals.Diet.Comp,,DC.N,No,Nitrogen,Numeric,Any measurable characteristic related to the concentration of nitrogen in feed. It could be declared by the manufacturer. Source: EOL,,NA,"None implemented, but possible",No,AGROVOC,nitrogen content ,http://aims.fao.org/aos/agrovoc/c_5193,Yes,properties > composition > proximate composition > nitrogen content,Camila,Contenido de nitrogeno,No,EOL,feed nitrogen content,http://opendata.inra.fr/EOL/EOL_0000149,Yes,,,,
Animals.Diet.Comp,,DC.Carbon,No,Carbon,Numeric,"any measurable or observable characteristics related to the concentration of carbon in feed
",,NA,"None implemented, but possible",No,AGROVOC,,,No,properties > composition > proximate composition > organic matter content,,,No,,,,No,,,,
Animals.Diet.Comp,,DC.CN,No,Carbon:Nitrogen (C/N) Ratio,Numeric,Any measurable or observable characteristic related to ratio between the content of carbon and the content of nitrogen of the soil. Source: EOL,,NA,"None implemented, but possible",No,AGROVOC,,,No,,,,No,EOL,carbon to nitrogen ratio,http://opendata.inra.fr/EOL/EOL_0001809,Yes,,,,
Animals.Diet.Comp,,DC.Phos,No,Phosphorus,Numeric,Any measurable characteristic related to the concentration of phosphorus in feed. Source: EOL,,NA,"None implemented, but possible",No,AGROVOC,mineral content,https://agrovoc.fao.org/browse/agrovoc/en/page/c_4848,Partial,"properties > soil properties > soil chemicophysical properties > phosphorus content
properties > composition > proximate composition > mineral content",Camila,Contenido mineral,No,EOL,feed phosphorus content,http://opendata.inra.fr/EOL/EOL_0000161,Yes,,,,
Animals.Diet.Comp,,DC.Calcium,No,Calcium,Numeric,Any measurable characteristic related to the concentration of calcium in feed. Source: EOL,,NA,"None implemented, but possible",No,AGROVOC,mineral content,https://agrovoc.fao.org/browse/agrovoc/en/page/c_4848,Partial,properties > composition > proximate composition > mineral content,Camila,Contenido mineral,No,EOL,feed calcium content,http://opendata.inra.fr/EOL/EOL_0000162,Yes,,,,
Animals.Diet.Comp,,DC.CFibre,No,Crude Fibre,Numeric,"A measurement of fibre content. Also known as Weende cellulose, crude fibre is the insoluble residue of an acid hydrolysis followed by an alkaline one. This residue contains true cellulose and insoluble lignin. It is also used to assess hair, hoof or feather residues in animal by-products. Even though the more accurate Van Soest analysis has superseded it since the 1970s, the analysis of crude fibre remains common in feed laboratories. Source: Feedipedia",,NA,"None implemented, but possible",No,AGROVOC,crude fibre content,http://aims.fao.org/aos/agrovoc/c_330618,Yes,properties > composition > proximate composition > crude fibre content,Camila,Contenido de fibra cruda,No,EOL,food crude fibre content,http://opendata.inra.fr/EOL/EOL_0000117,Yes,,https://www.feedipedia.org/node/8330,Crude fibre,
Animals.Diet.Comp,,DC.NDF,No,Neutral Detergent Fibre (NDF),Numeric,"Any measurable characteristic related to the concentration of cellulosic, hemicellulosic and lignin fractions of vegetal cell wall components in food. It could be declared by the manufacturer. Source: EOL",,NA,"None implemented, but possible",No,AGROVOC,neutral detergent fibre,http://aims.fao.org/aos/agrovoc/c_806be3ed,Yes,properties > composition > proximate composition > crude fibre > neutral detergent fibre,Camila,Contenido de fibra detergente neutro,No,EOL,food neutral detergent fibre content,http://opendata.inra.fr/EOL/EOL_0000172,Yes,,,,
Animals.Diet.Comp,,DC.ADF,No,Acid Detergent Fibre (ADF),Numeric,Any measurable characteristic related to the concentration of lignocellulosic fraction of vegetal cell wall components in food (EOL).,,NA,"None implemented, but possible",No,AGROVOC,acid detergent fibre,http://aims.fao.org/aos/agrovoc/c_7fb85d63,Yes,properties > composition > proximate composition > crude fibre > acid detergent fibre,Camila,Contenido de fibra detergente acido,Yes,AGRO,lignin concentration measurement protocol using acid detergent fiber (ADF method),http://purl.obolibrary.org/obo/AGRO_00000266,Yes,Measure the lignin concentration following the acid detergent fiber method,http://opendata.inra.fr/EOL/EOL_0000115,food acid detergent fibre content,Yes
Animals.Diet.Comp,,DC.ADL,No,Acid Detergent Lignin (ADL),Numeric,Any measurable characteristic related to the concentration of food lignin of vegetal cell wall components. Source: EOL,,NA,"None implemented, but possible",No,AGROVOC,,,No,,,,Yes,AGRO,lignin concentration measurement protocol using acid detergent lignin (ADL method),http://purl.obolibrary.org/obo/AGRO_00000270,Yes,Measure the lignin concentration with the acid detergent lignin method.,http://opendata.inra.fr/EOL/EOL_0000116,food acid detergent lignin content,Yes
Animals.Diet.Comp,,DC.Ash,No,Ash,Numeric,"Ash remaining after incineration, a rough approximation of mineral matter. Source: Feedipedia",,NA,"None implemented, but possible",No,AGROVOC,ash content,http://aims.fao.org/aos/agrovoc/c_665,Yes,properties > composition > proximate composition > ash content,Camila,Contenido de cenizas,Yes,CO,ash content,http://www.cropontology.org/rdf/CO_334:0000285,,,https://www.feedipedia.org/node/8337,Ash,Yes
Animals.Diet.Comp,,DC.EE,No,Ether Extract (EE),Numeric,"Crude fat, extracted by diethyl ether or petroleum ether, usually without prior hydrolysis. Source: Feedipedia",,NA,"None implemented, but possible",No,AGROVOC,crude fat,http://aims.fao.org/aos/agrovoc/c_32416,Yes,properties > quality > nutritive value > crude fat,Camila,Grasa cruda,No,Feedipedia,Ether extract,https://www.feedipedia.org/node/8332,Yes,,,,
Animals.Diet.Comp,,DC.NFE,No,Nitrogen Free Extracts (NFE),Numeric,"Nitrogen Free Extracts (NFE) is an estimate of the readily available carbohydrate content of animal feeds, calculated by subtracting the percentages of crude protein, crude fat, crude fiber, and ash from 100. NFE primarily includes sugars and starches, which provide energy for animal metabolism. (HV GPT4)",,NA,"None implemented, but possible",No,AGROVOC,,,No,,,,No,,,http:/opendata.inra.fr/EOL/EOL_0000158,No,,,,
Animals.Diet.Comp,,DC.NDS,No,Neutral Detergent Solubles (NDS),Numeric,"NDS refers to the soluble components of animal feeds that are extracted using a neutral detergent solution. These solubles include proteins, sugars, starches, and lipids, representing the more readily digestible and available nutrients in the feed. (HV GPT4)",,NA,"None implemented, but possible",No,AGROVOC,,,No,,,,No,,,,No,,,,
Animals.Diet.Comp,,DC.Moisture,No,Moisture,Numeric,any measurable characteristic related to the concentration of water (CHEBI:15377) in feed,,NA,"None implemented, but possible",No,AGROVOC,moisture content,http://aims.fao.org/aos/agrovoc/c_4886,Yes,measure > moisture content,Camila,Contenido de humedad,No,CO,Moisture content,https://cropontology.org/rdf/CO_360:0000295,Partial,,,,
Animals.Diet.Comp,,DC.ME,No,Metabolizable Energy (ME),Numeric,"Metabolizable energy. Difference between the gross energy in the feed and the gross energy in the faeces, urines and gasses, not corrected for N retention. Source: Feedipedia",,NA,"None implemented, but possible",No,AGROVOC,energy value,http://aims.fao.org/aos/agrovoc/c_10613,Partial,properties > quality > nutritive value > energy value,Camila,Valor energetico,No,Feedipedia,ME ruminants,https://www.feedipedia.org/node/8729,Partial,,,,
Animals.Diet.Comp,,DC.DE,No,Digestible Energy (DE),Numeric,"any measurable or observable characteristics related to feed digestible energy content
",,NA,"None implemented, but possible",No,AGROVOC,energy value,http://aims.fao.org/aos/agrovoc/c_10613,Partial,properties > quality > nutritive value > energy value,Camila,Valor energetico,No,,,,No,,,,
Animals.Diet.Comp,,DC.NE,No,Net Energy (NE),Numeric,any measurable or observable characteristics related to feed net energy content,,NA,"None implemented, but possible",No,AGROVOC,energy value,http://aims.fao.org/aos/agrovoc/c_10613,Partial,properties > quality > nutritive value > energy value,Camila,Valor energetico,No,,,,No,,,,
Animals.Diet.Comp,,DC.GE,No,Gross Energy (GE),Numeric,any measurable characteristic related to the amount of heat produced after complete combustion of feed,,NA,"None implemented, but possible",No,AGROVOC,,,No,,,,No,,,,No,,,,
Animals.Diet.Comp,,DC.Cfat,No,Crude Fat,Numeric,"Crude fat is a measure of the total extractable lipids (CHEBI:18059) present in feed materials, including triglycerides, phospholipids, sterols, and other fatty substances. It is an essential component of livestock diets, as it serves as a concentrated source of energy and provides essential fatty acids for growth, reproduction, and overall health. The crude fat content is determined by solvent extraction methods, which help estimate the energy value of feedstuffs and guide the formulation of nutritionally balanced animal diets.

Crude fat and crude lipid are often used interchangeably to refer to the same measure of extractable lipids in feed materials. However, the term ""lipid"" is broader in scope, encompassing a wider variety of fat-soluble compounds, whereas ""fat"" typically refers to triglycerides and closely related substances. Despite this distinction, both terms are commonly used to describe the total lipid content of animal feeds. (HV GPT4)",,NA,"None implemented, but possible",No,AGROVOC,crude fat,http://aims.fao.org/aos/agrovoc/c_32416,Yes,properties > quality > nutritive value > crude fat,Camila,Grasa cruda,No,,,,No,,,,
Animals.Diet.Comp,,DC.Cellu,No,Celluose,Numeric,"Any measurable or observable characteristics related to the concentration of cellulose (NCIT:C68491) in feed. Cellulose is a complex carbohydrate and the primary structural component of plant cell walls. In animal feeds, cellulose serves as a source of dietary fiber and is particularly important for ruminants, as it is broken down by microbial fermentation in the rumen, providing energy to the animal. (HV GPT4)",,NA,"None implemented, but possible",No,,,,,,,,,,,,,,,,
Animals.Diet.Comp,,DC.Hemicell,No,Hemicellulose,Numeric,"Any measurable or observable characteristics related to the concentration of hemicellulose (CHEBI:61266) in feed. Hemicellulose is a heterogeneous group of polysaccharides found in plant cell walls. In animal feeds, hemicellulose contributes to dietary fiber and is more easily broken down than cellulose, making it a source of fermentable carbohydrates for ruminants and other animals with specialized digestive systems. (HV GPT4)",,NA,"None implemented, but possible",No,,,,,,,,,,,,,,,,
Animals.Diet.Comp,,DC.Lignin,No,Lignin,Numeric,"Any measurable or observable characteristics related to the concentration of lignin (CHEBI:6457) in feed. Lignin is a complex organic polymer and a major structural component of plant cell walls. It provides rigidity and strength to plants, but in animal feeds, it is considered an anti-nutritional factor due to its indigestibility, reducing overall feed quality and nutrient availability. (HV GPT4)",,NA,"None implemented, but possible",No,,,,,,,,,,,,,,,,
Animals.Diet.Comp,,DC.OM,No,Organic Matter,Numeric,"any measurable characteristic related to the concentration of dry matter minus ash in food. It could be declared by the manufacture 
",,NA,"None implemented, but possible",No,,,,,,,,,,,,,,,,
Animals.Diet.Comp,,DC.Phenol,No,Total Phenols,Numeric,"Any measurable characteristic related to the sum of phenols (CHEBI:15882) in feed. Total phenols represent the collective amount of phenolic compounds, including tannins, present in animal feeds. Phenolic compounds are secondary metabolites in plants and may possess antioxidant properties. The total phenol content can influence the nutritional quality, palatability, and digestibility of feedstuffs, as well as potentially exerting various physiological effects on the animals consuming th",,NA,"None implemented, but possible",No,,,,,,,,,,,,,,,,
Animals.Diet.Comp,,DC.Ctannins,No,Copper,Numeric,any measurable characteristic related to the concentration of copper (CHEBI:28694) in food,,NA,"None implemented, but possible",No,,,,,,,,,,,,,,,,
Animals.Diet.Comp,,DC.Tannins,No,Tannins,Numeric,"Any measurable characteristics related to tannins (CHEBI:26848) in feed. Tannins are a diverse group of water-soluble polyphenolic compounds found in various plant-based feed materials. They can bind to proteins, carbohydrates, and other dietary components, impacting feed palatability, digestibility, and nutrient availability. While moderate levels of tannins can have beneficial effects, excessive amounts can negatively affect animal health and performance. (HV GPT4)",,NA,"None implemented, but possible",No,,,,,,,,,,,,,,,,
Animals.Diet.Comp,,DC.FatAcid,No,Fatty Acids (FA),Numeric,any measurable characteristic related to the concentration of fatty acid (CHEBI:35366) in feed. It could be declared by the manufacturer,,NA,"None implemented, but possible",No,,,,,,,,,,,,,,,,
Animals.Diet.Comp,,DC.DM.Unit,No,Dry Matter Unit,Character,Unit of measurement for Dry Matter,,lookup_levels$Diet.Unit,Needs to be filled if a corresponding value exists for this compositional variable.,No,AGROVOC,,,No,,Camila,Materia seca unidad,Yes,IAO,measurement unit label,http://purl.obolibrary.org/obo/IAO_0000003,(Yes),A measurement unit label is as a label that is part of a scalar measurement datum and denotes a unit of measure.,,,
